Year,Month,Day,Source,Title,Body,Link
2013,Oct,26,LR,Sri Lanka coconut milk Arayuma wins Fair Trade award,"A special award was presented to the company Arayuma recently in Toronto for their product Premium Organic Coconut Milk, voted Canadas Favorite Fairtrade Product for 2013 by a large number of Canadians during Fair Trade Fortnight. The Fair Trade Fortnight is an annual two-week blitz celebrating and promoting all Fair Trade, taking place during May 1st to 15th. Fairtrade Canada presented this award to more..",http://lankareporter.com/lr/2013/10/21/2985/
2013,Nov,30,SM,Palm oil mixed in Coconut oil,"Govt analysts reports have revealed that certain coconut oil products available in the islands market have been mixed with palm oil and vegetable oil. Palm and vegetable oil which are cheaper oil products have been mixed with coconut oil producing an inferior product, the report revealed. The Consumer Affairs Authority (CAA) deputy director Asela Bandara stated that, the scam was revealed in a sample testing conducted following complaints received from the consumers. more..",http://www.srilankamirror.lk/news/12067-palm-oil-mixed-in-coconut-oil
2013,Nov,30,SM,Palm oil mixed in Coconut oil,"Govt analysts reports have revealed that certain coconut oil products available in the islands market have been mixed with palm oil and vegetable oil. Palm and vegetable oil which are cheaper oil products have been mixed with coconut oil producing an inferior product, the report revealed. The Consumer Affairs Authority (CAA) deputy director Asela Bandara stated that, the scam was revealed in a sample testing conducted following complaints received from the consumers. more..",http://www.srilankamirror.lk/news/12067-palm-oil-mixed-in-coconut-oil
2013,Dec,3,DN,Coconut revenue to top Rs 50 b,"The projected total coconut revenue in Sri Lanka is anticipated to reach a statistical figure of Rs. 50 billion with a total consumption of nearly 2600 million nuts by the end of this year, Chairman of the Coconut Development Authority (CDA), Anura Gunawardena said.  There had been a drop in the production of coconut and hence there had been a decline in kernel related productions in the market. The production of mattress fibre, twisted fibre and coconut shell charcoal were recorded as low, more..",http://www.dailynews.lk/business/coconut-revenue-top-rs-50-b?
2013,Dec,24,DM,Picking of coconuts a crime while possessing heroin isnt,"According to the latest news circulating in the country, ten kilograms of heroin has been seized from Hikkaduwa area. The police say it is the largest haul of heroin seized from the South. It is as if a competition is being held just like competitions for Super Star, Reality Star or Mega Star to find a Heroin Star. Heroin is found not in ounces or grams but in kilos. The biggest haul of heroin seized in Asia was seized more..",http://www.dailymirror.lk/opinion/172-opinion/40668-picking-of-coconuts-a-crime-while-possessing-heroin-isnt-.html
2013,Dec,28,CT,Coconuts at discounted prices,"Large coconuts will be sold at a discounted price of Rs 45 each at three places around Colombo, according to the Ministry of Coconut Development and Janatha Estate Development (CDJED). The statement issued by the ministry stated that the three places; No 11, Duke Street, Fort (Kilo Plantation), Coconut Development Authority (CDA) Narahenpita and the Denzil Kobbekaduwa Centre Battaramulla will more..",http://www.ceylontoday.lk/16-51288-news-detail-coconuts-at-discounted-prices.html
2014,Mar,19,ST,Cyber Concepts helps to launch online coconut auction,"Cyber Concepts, one of Sri Lankas leading software and web solution companies, is partnering with the Coconut Development Authority (CDA) to develop a technologically-advanced coconut auction system in Sri Lanka. Introducing e-marketing concepts is an idea put forward by Minister Jagath Pushpakumara, and implementing this proposal was delegated to the Coconut Development Authority by Nihal Somaweera, Secretary of Ministry of Coconut more..",http://www.sundaytimes.lk/140316/business-times/cyber-concepts-helps-to-launch-online-coconut-auction-88898.html
2014,Mar,22,Island,The flight paths of coconuts and astrologers,"Malaysian Airlines Flight MH370 remains in the headlines due to the vast mystery it has so far produced by vanishing from all known air routes, and the likely tragedy involved.   While the news from Australia gives some hope of at least knowing what may have happened to this flight and taking the mystery out of it, there are other matters of interest this vanishing flight has given rise to. Within days of the mystery of this flight deepening, one saw the emergence of more..",http://www.island.lk/index.php?page_cat=article-details&page=article-details&code_title=100184
2014,Mar,23,SO,Beware of polluted coconut oil barrels  CAA,"The Consumer Affairs Authority (CAA) has asked wholesale dealers to refrain from using empty barrels to store coconut oil and other edible oils, unless they are washed thoroughly to eliminate the harmful chemicals. We recently found over eighty 200-litre barrels which had been used earlier to store toxic chemicals and later used to store coconut oil without being washed.  This is a serious offence as it poses a grave health risk, Deputy Director General CAA, Asela Bandara said. more..",http://www.sundayobserver.lk/2014/03/23/new03.asp
2014,Mar,26,Hindu,Lankan companies keen on tie-ups with Kerala firms in coconut sector,"Sri Lankan companies have shown interest in business tie-ups with Kerala-based companies in setting up coconut products manufacturing facilities. The shortage of coconuts in the island nation due to rapid urbanisation has prompted these firms to try investments in Kerala. Prominent among them are Hayleys and CIC, Shivdas Menon, Chairman of Made in Kerala, a CII initiative, said. Menon, who led a 10-member CII delegation jointly with the Govt to Sri Lanka, more..",http://www.thehindubusinessline.com/news/states/lankan-companies-keen-on-tieups-with-kerala-firms-in-coconut-sector/article5835783.ece
2014,Apr,11,Island,Big jump in coconut product exports,"Sri Lanka coconut related exports had increased 94% at the beginning of this year compared to the same period last year. In January this year, Sri Lanka earned Rs. 4,768 million from coconut related products, 94% increase from the same period in 2013. In January last year it was Rs. 2463.43 million. The total coconut related products export revenue in 2013 stood at Rs. 44,952 million. more..",http://www.island.lk/index.php?page_cat=article-details&page=article-details&code_title=101468
2014,Apr,13,CT,A Model Coconut Park in Pasikuda,A model Coconut Park is to be opened adjoining to Pasikudah Bay with the aim of developing tourism. The Ministry of Coconut Development and Janatha Estate Development and Coconut Development Board has chosen Pasikuda for the project taking into consideration the tourists that visit Pasikuda in thousands. The park is being constructed in an area of over 238 acres. Another 25 acres adjoining this estate will be developed as a tourist zone. more..,http://www.ceylontoday.lk/16-61688-news-detail-a-model-coconut-park-in-pasikuda.html
2014,,,,Parents of every newborn to plant a coconut sapling,"Apr 14  (SO) The Ministry of Coconut Development has launched a novel project to encourage people grow more coconut trees in the island. Accordingly, newly-born babies and their mothers are gifted with two quality coconut seedlings free of charge. The parents have to plant these coconut seedlings in their home gardens. It is real dowry for the children and parents never forget the birthday of the child. We hope to distribute 2.5 million coconut seedlings during next two years under more..",http://www.sundayobserver.lk/2014/04/13/new40.asp
2014,Apr,15,ST,Sri Lankan inventor designs coconut shell portable cooker,"Due to the high cost of living with often price increases of goods and high taxes, it has been an ongoing struggle to maintain household expenses. The spiralling costs of electricity and gas are unbearable. Sri Lankans are now looking for cheaper alternatives to costly electricity and fuel use. Tenison Perera, owner of Asiri Hotel, Tudella, Ja-Ela, using a simple but unique technology, has invented a cooker using coconut shells or coconut shell charcoal. more..",http://www.sundaytimes.lk/140413/business-times/sri-lankan-inventor-designs-coconut-shell-portable-cooker-92066.html
2014,Apr,15,NF,Facts on coconut and oil production come to the surface,"Reports from the Central Bank indicate a 14.5% drop in coconut production in 2013 compared to 2012. The reports add that this decline has been attributed to the decline in the  production of coconut oil and other related products. The 2,940 million coconuts that were plucked in 2012 had dropped to 2,513. The report indicates that the low rainfall received in the coconut triangle has  caused this drop in production. 72% of the total coconut oil production had been used for cooking more..",http://newsfirst.lk/english/2014/04/reason-behind-fall-coconut-production/30489
2014,,,,Rise in coconut product exports,"June 3 (DN) Sri Lankas coconut related exports increased by 86% during the first quarter of this year compared to 2011. The Coconut Development and Janatha Estate Development Ministry was established in 2011 as a new Cabinet ministry. According to ministry statistics, during the first quarter of this year, Sri Lanka earned over Rs. 5,090 million from coconut related products, an 88% increase from the same period in 2011. In the first quarter of 2011 it was Rs. 2,115 million. more..",http://www.dailynews.lk/?q=local/rise-coconut-product-exports
2014,,,,Cocotech 2014: Conference and Coconut Festival in Sri Lanka,"July 4 (DN) Arrangements are in place to hold 46th Asia Pacific Coconut Community COCOTECH Conference & Coconut Festival 2014 in SL under the theme 'Policies, programs and technologies towards a resilient and sustainable coconut sector', Minister Jagath Pushpakumara said. Event will be hosted from July 7 to 11 with participation of over 150 experts from 27 countries including India, Indonesia, Malaysia, Kenya, Solomon Islands, Thailand, Vietnam and Tongo. more..",http://www.dailynews.lk/?q=local/over-27-countries-discuss-development-measures
2014,,,,CRI scientists to assist coconut development in Tanzania,"July 25 (Island) A memorandum of understanding (MOU) to assist Tanzania in coconut development was signed between the government of Sri Lanka and the United Republic of Tanzania at the Ministry of External Affairs, Colombo on July 21. Jagath Pushpakumara, Minister of Coconut Development and Janatha Estate Development signed the MOU on behalf of the government of Sri Lanka and Bernard K. Membe, Foreign Minister of Tanzania signed on behalf of Tanzania. more..",http://www.island.lk/index.php?page_cat=article-details&page=article-details&code_title=107308
2014,Oct,11,ST,Virgin coconut oil exports come to a boil,"The growing popularity for virgin coconut oil overseas has brought a remarkable rise in exports  but Sri Lankans are yet to recognise its benefits. Exports in the first seven months of this year brought in close to Rs. 2,500 million, up from Rs. 1,500m in the whole of last year. This is a 146% increase compared to last year. There is a demand for Sri Lankan virgin coconut oil from US, Europe, Japan & South Korea. more..",http://www.sundaytimes.lk/141005/news/virgin-coconut-oil-exports-come-to-a-boil-121218.html
2014,Oct,15,CT,Coconut attack on SLTB bus,"A Trincomalee bound Sri Lanka Transport Board passenger bus, of the Kilinochchi Depot, was attacked with coconuts, by an unidentified group, at 2 a.m. yesterday at the Mankulam junction. This passenger bus was heading towards Trincomalee, from Mullaitivu. When the bus stopped at Mankulam junction for a short break, to allow passengers to relieve themselves, it came under the coconut attack ,according to the driver and the conductor of the bus. more..",http://www.ceylontoday.lk/51-75455-news-detail-coconut-attack-on-sltb-bus.html
2014,Nov,12,SO,Burnt coconut shells bring Rs 9.5 b in forex,"Coconut Development Authority (CDA) has launched a project to produce activated carbon using burnt coconut shell. Nearly 50% coconut shell is used in the production process and Rs. 9.5 billion foreign exchange was earned by exporting activated carbon, CDA Chairman Aruna Gunawardane said.  He said the sad part was that a similar percentage was going waste every year. When the entire collection is used in more..",http://www.sundayobserver.lk/2014/11/09/fea06.asp
2014,Dec,2,GDI,Big demand for Sri Lankan Coconut Water,"There is a big demand for Sri Lankan coconut water in the international market and coconut water is exported in the form of an energetic drink. A large number of investors have come forward to invest in this sector, the Ministry of Coconut Development and Janatha Estates Development revealed. Coconut water is becoming popular in the world beverage trade as it is pure and refreshing and highly nutritious compared to manufactured beverages. more..",http://www.news.lk/news/business/item/4788-big-demand-for-sri-lankan-coconut-water
2014,Dec,6,ST,Rural Sri Lankan entrepreneur develops adjustable coconut plucking pole,"While Sri Lankas rural innovative technological talent is wide ranging compared to the talent pool in urban areas, there is need for a process of identifying and promoting them to start up businesses. This is the very task that has been undertaken by the National Science Foundation (NSF), which operates under the purview of Ms Anusha Amarasinghe, its Director General. To prove their attempts and in a bid to muster the virgin talent of the rural people, more..",http://www.sundaytimes.lk/141130/business-times/rural-sri-lankan-entrepreneur-develops-adjustable-coconut-plucking-pole-129551.html
2014,Dec,17,SL,Logic of Coconut and Bo trees in a presidential election,"Its not easy to reconcile Sri Lankan election rhetoric with elementary logic. One such challenge we faced watching a late night TV talk show, these talk shows being of interest to us not as a political columnist or student of politics but for sheer entertainment. On Tuesday night we wondered why a speaker was holding forth on the virtues of the Coconut tree with much eloquence. Roots of tree are used as a fuel for cooking in our humble homes, the trunk is of hardy wood more..",http://www.thesundayleader.lk/2014/12/14/logic-of-coconut-and-bo-trees-in-a-presidential-election/
2014,Dec,23,GDI,Sri Lanka's Desiccated Coconut exports records a 148% increase,Sri Lanka has recorded a remarkable 148% increase during the first eight months of this year in Desiccated Coconut exports compared to the same period in 2013. Sri Lanka has exported 26115 M/T in 2014 against 10530 M/T for the same period in 2013 for the period referred to above. Sri Lanka's D/C exports are likely to have a bright future from a short and medium term market perspective due to more..,http://www.news.lk/news/business/item/5262-sri-lanka-s-desiccated-coconut-exports-records-a-148-increase
2015,Feb,3,Island,Coconutbecomes Kingthanks to Silvermill Holdings,"Coconut, coconut plantations, smallholders, or in general terms the coconut industry, over the past two decades or so constantly relegated to the backroom of the plantation industry, emerged to claim some degree of importance, thanks to Silvermill Holdings Ltd. CEO Silvermill Holdings, Suresh Silva, launching the product, Silvermill Real Coconut Milk, last week said the Company was in existence since 1920, exporting value added coconut products, more..",http://www.island.lk/index.php?page_cat=article-details&page=article-details&code_title=118810
2015,Mar,17,ST,CDA to crack down on substandard virgin coconut oil companies,"The growing demand for Sri Lankas virgin coconut oil overseas especially in Europe and importance of curbing substandard exports has prompted the Coconut Development Authority (CDA) to crack down on bogus virgin coconut oil companies, the CDA chief said. There is strong demand for Sri Lankan virgin coconut oil from the US, Europe, Japan and South Korea and exports from Sri Lanka has increased by around 140 per cent last year compared to 2013. more..",http://www.sundaytimes.lk/150315/business-times/cda-to-crack-down-on-substandard-virgin-coconut-oil-companies-139686.html
2015,Mar,22,ST,"Corruption: Coconut is on the lap, crack it","Much is being said about the delays in bringing to book those who had put their hands in the nations till during the last administration and made a fortune for themselves through devious and ill-gotten means. So brazen are some of them, that they have already started demonstrating against new Govts indiscretions  such as the case in front of Central Bank this week. It is no mean task to rope in these white-collar rogues, given the fact that there is no permanent anti-graft machinery in place more..",http://www.sundaytimes.lk/150322/editorial/corruption-the-coconut-is-on-the-lap-crack-it-141039.html
2015,Apr,13,ST,Sri Lanka lifts temporary ban on fresh coconut exports from May 1,"Sri Lanka is lifting a 4-month temporary ban imposed on raw coconut exports from May 1, to maintain the countrys foreign market share. Recent ban was enforced from Jan 15 to April 31. CDA has been imposing a ban on the export of raw coconuts from time to time to stabilise prices during periods of low crop. Coconut exports were suspended to control rising local prices of nuts due to a shortfall in production during this period. more..",http://www.sundaytimes.lk/150412/business-times/sri-lanka-lifts-temporary-ban-on-fresh-coconut-exports-from-may-1-143813.html
2015,May,16,Island,"5,500 litres of coconut oil unfit for consumption detected","Consumer Affairs Authority (CAA) raided a warehouse in Polgasowita and detected 5,500 litres of coconut oil unfit for human consumption. CAA Chairman Rumy Marzook said that the stock of coconut oil had been produced at a mill in Gampaha and stocked at Polgasowita, according to investigations. Samples of the stock of coconut oil had been sent for investigations to the Govt Analyst and legal action would be taken after receiving the Analysts report, he said. more..",http://www.island.lk/index.php?page_cat=article-details&page=article-details&code_title=124771
2015,,,,Coconut saplings for war widows: An innovative project worth emulating,June 16 (GV) Since the end of the war the Govt and other organisations  within and outside Sri Lanka  have being helping the victims of the war in the North and the East  to enable them to resume their normal lives.  Among the organisations that helped  were  many  charitable institutions of  the Tamils in the  diaspora.  Their  affinity   towards  the members of their own community prompted  them instinctively to help the victims  who had survived the vagaries of the war. more..,http://groundviews.org/2015/06/15/coconut-saplings-for-war-widows-an-innovative-project-worth-emulating/
2015,,,,'Even those who plucked young coconuts in our garden have turned against me',"June 16 (Island) Former President Mahinda Rajapaksa said that those who had plucked young coconuts from his garden, too, had turned against him. ""I tried to live a quiet life but they wont let me,"" he said, ""now, Im ready to take them on."" He alleged that those who had benefited from him were now carrying out a mudslinging campaign against him and his family. Striking a defiant note, the former President said such hostility had left him with no alternative but to re-enter politics. more..",http://www.island.lk/index.php?page_cat=article-details&page=article-details&code_title=126589
2015,,,,State terror in Sri Lanka: Why did the future President go to a coconut estate?,"July 18 (CT) A recent article by Dharisha Bastians in Daily FT titled Revolution Betrayed begins with an evocative paragraph. On 8 January 2015, once he had cast his vote in Polonnaruwa, Maithripala Sirisena and his family made their way to remote coconut estate in Kurunegala. The movement occurred at dusk, when the waning light helped to hide the small convoy of vehicles carrying the future first family to their refuge for election night. When he made the decision to contest more..",https://www.colombotelegraph.com/index.php/state-terror-in-sri-lanka-why-did-the-future-president-go-to-a-coconut-estate/
2015,,,,Regulating Sri Lankas coconut oil trade is of vital importance,"July 25 (Island) The government should intervene to introduce a regulatory mechanism to ensure that coconut oil sold in the open market complies with high quality safety standards to safeguard the interests of consumers, Cherubium Lanka, a key player in the industry suggested. The lack of regulation and the absence of an acceptable benchmark quality standard in the industry have led to an unfortunate situation, where various individuals and companies feed the marketplace more..",http://www.island.lk/index.php?page_cat=article-details&page=article-details&code_title=128915
2015,Sep,29,DM,"Increase tax on Salt, sugar, coconut oil to limit intake: Rajitha","Taxes on salt, sugar and coconut oil should be increased to limit their consumption because they are known to cause heart ailments, Health Minister Rajitha Senaratne said today.  Addressing a Ceremony to mark World Heart Day, he said he hoped to discuss this matter with Finance Ministry.  He said not only should the taxes on tobacco be increased, but the taxes on salt, sugar and coconut oil should also be increased. Healthy diet is essential for a healthy heart. more..",http://www.dailymirror.lk/89245/nut-oil-to-limit-intake
2015,Oct,18,SO,Weligama Wilthits coconut plantations in South,"Around 200,000 coconut trees have been uprooted due to the Weligama Wilt and we believe that there are around 150,000 affected palms in the Matara district. Blights such as coconut mite, coconut caterpillar, coconut nettle grubs and Weligama Wilt have affected coconut cultivation. The blights have caused serious damage to coconut cultivations in Veherakele, Bangadeniya, Kotukola and Manuwangama more..",http://www.sundayobserver.lk/2015/10/18/fin02.asp
2015,Oct,28,Island,"Jayantha Jayewardene, new chairman, Coconut Research Institute","Minister Navin Dissanayake has appointed Jayantha Jayewardene as the new chairman of the Coconut Research Institute (CRI). He worked as a superintendent, manager and visiting agent for 18 years in the tea plantation sector and carries an extensive knowledge of agriculture and agricultural management. He has also received a Presidential Award for Excellence in Scientific Research. He also served at the Mahaweli Development Project for 20 years as a more..",http://www.island.lk/index.php?page_cat=article-details&page=article-details&code_title=134251
2015,Dec,3,CT,Nutty problem of coconut imports,"Coconut importation to cater to an export market is not a solution as proposed in the 2016 Budget, Coconut Growers' Association of Sri Lanka (CGASL) in a statement said. The village grower is dependent on coconut prices to keep his home fires burning. The risk of coconut palm getting infected with virus and predators are high and could destroy the entire industry. The brand name Sri Lanka Coconut Product will be diluted. The benefit is only for a few industrialists. more..",http://www.ceylontoday.lk/22-111114-news-detail-nutty-problem-of-cnut-imports.html
2015,Dec,4,FT,Growers oppose 2016 Budget move to import coconuts,"The Coconut Growers Association of Sri Lanka (CGASL) has raised concerns about 2016 Budget proposals which spelt out substantive reforms in the coconut industry. In its reforms in plantation economy, section 160 reads: The coconut industry too is faced with the issue of lack of coconuts for value addition. The Budget proposals for the first time propose the import of coconuts to meet the shortfall of local produce for the coconut processing industry. more..",http://www.ft.lk/article/504065/Growers-oppose-2016-Budget-move-to-import-coconuts
2015,Dec,22,DN,CBL invests Rs. 2 bn to launch coconut milk productSera,"Ceylon Biscuits has added a new brand and product line to its portfolio, with the launch of Sera, premium liquid coconut milk available in 180 ml UHT packs. Company has invested over Rs. 2 billion to set up state-of-the-art factory that extracts, sterilizes and hygienically packages coconut milk, using high quality machinery and technology. SL is the worlds fifth largest coconut producer and it has long been a significant part of countrys agriculture industry. more..",http://www.dailynews.lk/?q=2015/12/22/business/cbl-invests-rs-2-bn-launch-coconut-milk-product-%E2%80%93-sera
2015,Dec,22,DN,CBL invests Rs. 2 bn to launch coconut milk productSera,"Ceylon Biscuits has added a new brand and product line to its portfolio, with the launch of Sera, premium liquid coconut milk available in 180 ml UHT packs. Company has invested over Rs. 2 billion to set up state-of-the-art factory that extracts, sterilizes and hygienically packages coconut milk, using high quality machinery and technology. SL is the worlds fifth largest coconut producer and it has long been a significant part of countrys agriculture industry. more..",http://www.dailynews.lk/?q=2015/12/22/business/cbl-invests-rs-2-bn-launch-coconut-milk-product-%E2%80%93-sera
2016,Feb,6,CT,Dinesh breaks coconuts,"Dinesh Gunawardena, MP is an old friend and neighbour of mine. A good man he is, and I always respected him. His Dad was a youthful hero for me. However, it is with a mixture of amusement, bemusement and dissapointment that I observe his behaviour since the defeat of Mahinda Rajapaksa. The newspapers report that he has organised a trip to the Seeni Devale in a little island in the South noted for occult practices and black magic performed by desperate persons to more..",https://www.colombotelegraph.com/index.php/dinesh-breaks-coconuts/
2016,Feb,7,Island,"Blood gets thicker in Colombo, cracked coconut waters flow in Seenigama","The organizing principles, social structures and superstitions, as well as the modern institutions of Sri Lankan politics have been in raw display over the last few weeks. The roles of religion, kinship, the courts and the media have been clashing and criss-crossing as political manifestations. A former president was publicly distraught over the arrest and arraignment of one of his sons. Another former presidents daughter waded into the fray defending more..",http://www.island.lk/index.php?page_cat=article-details&page=article-details&code_title=139915
2016,Feb,8,Island,PM sees brighter side of dashing coconuts,"PM Ranil Wickremesinghe, on Saturday, asked the Opposition members who dashed coconuts against the govt and the FCID to crack more nuts so that coconut prices would go up helping cultivators draw more revenue.  PM said: ""Today, the prices of coconut in the Wayamba Province have come down. I know the price decrease very well because I, too, have a coconut estate. more..",http://www.island.lk/index.php?page_cat=article-details&page=article-details&code_title=139973
2016,Feb,8,DN,Ambalangoda protests over Joint Oppositions coconut dashing at Seenigama,"Countering Joint Oppositions dashing of coconuts at Seenigama Devala in Hikkaduwa, a group of NGOs held religious observances to seek divine support to protect the good governance govt and the FCID. The event was held at Shanthi Devala at Amabalangoda on the same day, concurrent to the former. A group of NGOs led by Lanka Deshabhimani Peramuna organised pro-govt demonstration in protest more..",http://www.dailynews.lk/?q=2016/02/08/political/ambalangoda-protests-over-joint-opposition%E2%80%99s-coconut-dashing-seenigama
2016,Feb,12,PSL,President discusses issues related to coconut & Palmyrah products,A group of representatives of the Colombo Trade Association and the Federation of the coconut and Palmyrah products Co-operative Societies of the North and North West met President Maithripala Sirisena today (11). During the discussion the representatives apprised the President regarding the issues and problems pertaining to their respective businesses. The entrepreneurs requested the President to more..,http://www.president.gov.lk/news/president-discusses-issues-related-to-coconut-palmyrah-products/
